PC1,PC2,PC3,confID,year,playoff,tmID
1.5441238147073673,-0.7585090776685,0.25393896357412726,1,5,0,HOU
-1.4521025128553375,1.5074319689163738,1.1266607072060688,0,5,0,IND
5.560487909338767,0.9591123020803117,-0.3415771820355527,1,5,1,LAS
0.3667036460593354,-0.4290893211118238,-1.9801608031619455,1,5,1,MIN
-1.6344658101468588,-0.19489396966241854,0.023772962454514115,0,5,1,NYL
-4.045306980258712,1.2234198047059488,0.0064379969273846835,1,5,0,PHO
2.0574569770169724,0.17258987180967092,0.18227110884591594,1,5,1,SAC
-2.688326371482715,0.48741269564343304,0.5814517471685223,1,5,0,SAS
-0.4392417493791424,-0.7618035806887736,1.252192980792236,1,5,1,SEA
-3.021462633110974,1.3193810822932646,0.9716955795018045,0,5,1,WAS
-2.4068504295671254,2.808190444206657,0.0613533906917736,0,6,0,CHA
2.922034327459345,-0.6065006703777138,-1.379091249530078,0,6,1,CON
0.848990060471486,-1.0190451654785344,0.5065353290808434,0,6,1,DET
-1.97130718714385,-1.738828166439172,0.8180560235183866,1,6,1,HOU
-1.5339294617233648,-0.9634987669991775,0.3951238172018047,0,6,1,IND
1.9254986261438098,3.3524035450499547,1.4953037986435613,1,6,1,LAS
-0.15830054381396985,-0.5380256433851678,-1.6303898423271073,1,6,0,MIN
0.6934616450191843,0.2361992228017375,-1.7595301700659447,0,6,1,NYL
-0.9754108197205176,-0.378521075815721,-0.489822123977467,1,6,0,PHO
1.6153802283704257,-0.7913639065009722,-1.1364342971339818,1,6,1,SAC
-2.25064162507002,-1.8879125580127005,0.4038098428101749,1,6,0,SAS
3.5208338353886024,0.021416008738725078,-1.3574643543884843,1,6,1,SEA
-1.0672378837030896,0.47785408652204303,0.1318543298977074,0,6,0,WAS
-4.236254133746496,0.18660512321012498,-0.5900978082018173,0,7,0,CHA
4.011262125781681,0.3636636374528884,-2.2476511330067206,0,7,1,CON
-0.33468419523804455,-1.1618718066686706,0.05958028170504061,0,7,1,DET
2.2802036483504393,-1.4919395784180385,0.9189930410944966,1,7,1,HOU
1.9705780498175571,-0.4309187867194267,-0.9529547641373619,0,7,1,IND
-0.5420049270666198,1.2946415757354082,-0.731846216375357,1,7,1,LAS
-3.107608480590181,3.1167374741498257,0.029510584085926,1,7,0,MIN
-0.4146616377536575,-0.5086784659511975,-2.289292397789577,0,7,0,NYL
-1.7282111566017064,1.9203249301244392,-0.42076039998278186,1,7,0,PHO
5.394519867636212,0.5979838477879762,-0.47084359377446644,1,7,1,SAC
-4.168793478257615,-2.1773594310924573,0.04766040765844367,1,7,0,SAS
0.9151924941436518,-0.523471455007575,-0.721038819376601,1,7,1,SEA
-1.4442699546103326,-0.9582632401315063,0.01227865486670719,0,7,1,WAS
-4.757384745747505,0.9702783275998089,0.11615821998360162,0,8,0,CHI
3.890771545800093,0.5199648827068184,-0.8642122196144245,0,8,1,CON
5.7250197728670615,-0.09213345678894774,1.0225873639605154,0,8,1,DET
0.5771155005745255,0.5187627275500964,0.7867493484712972,1,8,0,HOU
1.5083352002474841,-0.7200798230981517,1.420200530220176,0,8,1,IND
2.2838059346024853,1.3034122067142087,0.3924339255160313,1,8,0,LAS
-3.8308378908059613,1.480372652609969,0.43559905172207275,1,8,0,MIN
-3.32379070569241,-1.0749326651195759,-1.050894681502874,0,8,1,NYL
-0.4560787375799288,-0.8763412721491058,2.7698516571390694,1,8,1,PHO
2.1750488049588883,2.1854457000185366,2.1352241013785984,1,8,1,SAC
-1.543122151870327,-1.331072056402119,1.7961474360292224,1,8,1,SAS
0.9758079170856274,-0.7306150610912863,0.6210210373274712,1,8,1,SEA
0.21174146476736247,-0.37038898795000114,0.9560783987560555,0,8,0,WAS
-2.2189972914849934,1.6617127624882,1.0289096711389647,0,9,0,CHI
0.5022905147200555,-0.26264725638387526,-1.0401848203795925,0,9,1,CON
6.3379832662626026,-0.6692983695268964,0.7749423703045029,0,9,1,DET
-1.4915290437068263,-1.1812848648798275,0.6620765508820227,1,9,0,HOU
1.8825554207080657,-0.6090394230081935,0.7213970608752052,0,9,1,IND
-2.7660125163404747,-1.6715782710211302,1.1767795387957816,1,9,1,LAS
-2.7381812960112515,-1.2065270226607328,0.9655916894624299,1,9,0,MIN
-0.6375836827736675,-0.7667824994527211,-0.8236009176874063,0,9,1,NYL
2.891087420731231,2.960052653365564,0.6129369570218443,1,9,0,PHO
0.682838038417289,-0.5051219357413564,-0.6773686258625774,1,9,1,SAC
2.349497489289438,-0.7611158777488121,-0.4906492502114771,1,9,1,SAS
-0.3848960484098407,0.15664690490955757,1.759313827041971,1,9,1,SEA
-2.033638183793361,2.9613023596597707,1.475895945959215,0,9,0,WAS
-4.444082205818229,-2.5661212689619703,2.0202522696591103,0,10,1,ATL
-1.9546361408808608,-1.180788614153991,0.6295079024755652,0,10,0,CHI
1.37624485095484,-0.3284960654800786,-0.029061273298778993,0,10,0,CON
5.845086769579415,0.46214220227459735,2.42937060662919,0,10,1,DET
0.5514742071744279,-1.210678352587374,0.8819176240166902,0,10,1,IND
3.372271974799212,-1.2285805895761572,2.7831301070638577,1,10,1,LAS
-2.0263725152037937,1.8296179200078422,1.52718019285125,1,10,0,MIN
1.5510308303282117,-0.16246529315702432,0.29019630465518176,0,10,0,NYL
-1.37482045727515,-1.1617215595787613,2.8187919635485508,1,10,1,PHO
-0.25236052494160055,-0.5197654710983114,0.6488731628719482,1,10,0,SAC
4.090025853443926,-1.4231422886946208,0.03348367223096978,1,10,1,SAS
1.4761570580300045,-0.7022500159263307,0.4998694965078147,1,10,1,SEA
-2.999977662433713,0.9990786143863152,1.7893353913507044,0,10,1,WAS
0.788153220924101,-1.1311205924667713,2.5421022877928183,0,11,1,ATL
-2.4276989694332767,1.705904674620235,0.14590497468481922,0,11,0,CHI
-1.9198345712659393,-0.5081272516424052,-0.37872627398251624,0,11,0,CON
4.873106003942868,-0.7274506226040212,0.7803694986237261,0,11,1,IND
2.1853234947458633,-0.8428952258051396,0.554511313345003,1,11,1,LAS
-2.46683941598533,1.3381064988590108,1.479893814245876,1,11,0,MIN
-2.5998862595604346,0.2579240942155277,0.04300532166007688,0,11,1,NYL
6.305264550843567,-0.1852825116034953,2.873740112562452,1,11,1,PHO
-0.5343972223277903,-1.2894477672626479,-0.28508142158833505,1,11,1,SAS
1.495058231983129,-0.8092131810500467,0.5009942576359192,1,11,1,SEA
-1.5121194792327914,0.021823888273351626,-0.05038078943560726,0,11,1,WAS
