PC1,PC2,confID,year,playoff
1.857219787061119,1.5901328688996665,1,6,1
-0.08767970657412993,-1.4110905971048509,1,6,0
0.7178429245666507,-1.6383473385229066,0,6,1
-0.9135568059572028,-0.2660369413886,1,6,0
1.63081310150379,-1.3561378759905738,1,6,1
-2.193100515808564,0.9153459174808749,1,6,0
3.545685132814343,-1.9755993675254668,1,6,1
-1.0995035050268978,-0.07449916415225,0,6,0
-4.219523366284137,-0.6084853017264177,0,7,0
4.0148151101411464,-2.6364351571847977,0,7,1
-0.313643137919056,0.21785326211069192,0,7,1
2.346011578563648,2.1881875799154753,1,7,1
2.0142797682537257,-0.5302990201215316,0,7,1
-0.5853214037614534,-0.912267632692473,1,7,1
-3.1384853930222736,0.02451437162919257,1,7,0
-0.3283727125272571,-2.0185363200415765,0,7,0
-1.7688513455171355,-0.5130541212556262,1,7,0
5.413395225742926,-0.636086605683547,1,7,1
-4.038149208428443,0.6457722386671831,1,7,0
0.9211935199413727,-0.7301541839480434,1,7,1
-1.392994375592807,0.47513885896952807,0,7,1
-4.867105432547449,-1.0576081480701387,0,8,0
3.824244918041609,-1.4927324196348444,0,8,1
5.669603800648732,0.2592852083699674,0,8,1
0.5205102963898388,0.9020772237308939,1,8,0
1.4790385852982115,1.5673069025546045,0,8,1
2.205981757160184,-0.008562315920877799,1,8,0
-3.955890315214281,-1.047836394674953,1,8,0
-3.2917228335580457,-1.7803681087108658,0,8,1
-0.5834806563128367,1.7720023535351692,1,8,1
2.0636637320318663,1.318454063033536,1,8,1
-1.5852856451186454,1.3966472360924498,1,8,1
0.9653525889171297,0.39163731347370306,1,8,1
0.17551051762716885,1.1087982549446664,0,8,0
-2.3644789411290845,-0.20238306290170988,0,9,0
0.4225652163922479,-2.3929464016422606,0,9,1
6.271216510196647,0.5807551390760116,0,9,1
-1.4921596127995462,0.6529974299713809,1,9,0
1.8541134297820208,0.5318446105806787,0,9,1
-2.812127043855479,0.5122666252803255,1,9,1
-2.8068353999308076,-0.4662738742102338,1,9,0
-0.6284635051513978,-1.5684311479812125,0,9,1
2.7042547912576285,-1.2003575048480941,1,9,0
0.6407273376403386,-1.2469205507570815,1,9,1
2.322171058875759,-0.5798411010382899,1,9,1
-0.4460889838298075,1.4029163913839038,1,9,1
-2.1426942223530396,1.2143999688038285,0,9,0
-4.456610214440251,1.164735991190398,0,10,1
-1.9377350688336792,0.4338850939047451,0,10,0
1.2991602558490682,-0.7950691192751341,0,10,0
5.765235122145174,1.9942830684528892,0,10,1
0.5286472037755365,0.9048400186097951,0,10,1
3.3129587117770933,2.763308520265665,1,10,1
-2.1845888586394797,0.05615735302260026,1,10,0
1.5210844650546593,-0.2940639471796626,0,10,0
-1.51418727850766,1.5081019044687372,1,10,1
-0.275385030425902,0.6141391771147957,1,10,0
4.086191447463855,0.667666129926208,1,10,1
1.457183401956091,0.718346387578694,1,10,1
-3.0967223502954977,1.218720905760395,0,10,1
0.6659022737859586,1.585461928122947,0,11,1
-2.5217348165530695,-0.6270390709831094,0,11,0
-2.014053377983988,-1.681487617923576,0,11,0
4.824107988733204,0.20831957309448795,0,11,1
2.1039581406936607,0.17836954469626098,1,11,1
-2.6063790248322194,0.4567763486067288,1,11,0
-2.6535630967209687,-1.0140454779377917,0,11,1
6.160292006556465,0.9450415559045818,1,11,1
-0.5522039798516852,-0.6197350947807314,1,11,1
1.4842504277494026,0.7940728359330386,1,11,1
-1.540024783914387,-1.1949272540330078,0,11,1
